Body,Head,Head Coverage,Std Confidence,PCA Confidence,Positive Examples,Body size,PCA Body size,Functional variable
?b  <child>  <Archduchess_Maria_Elisabeth_of_Austria_born_1737>  <Francis_I_Holy_Roman_Emperor>  <predecessor>  ?a   ,?a  <successor>  ?b,0.010615711,0.625,0.625,5,8,8,?a
?b  <child>  <Archduchess_Maria_Carolina_of_Austria_born_1740>  <Francis_I_Holy_Roman_Emperor>  <predecessor>  ?a   ,?a  <successor>  ?b,0.010615711,0.625,0.625,5,8,8,?a
?b  <child>  <Ferdinand_Karl_Archduke_of_Austria_Este>  <Francis_I_Holy_Roman_Emperor>  <predecessor>  ?a   ,?a  <successor>  ?b,0.010615711,0.625,0.625,5,8,8,?a
?b  <child>  <Archduke_Charles_Joseph_of_Austria_born_1745>  <Francis_I_Holy_Roman_Emperor>  <predecessor>  ?a   ,?a  <successor>  ?b,0.010615711,0.625,0.625,5,8,8,?a
<Francis_I_Holy_Roman_Emperor>  <predecessor>  ?a  <Joseph_II_Holy_Roman_Emperor>  <predecessor>  ?b   ,?a  <successor>  ?b,0.010615711,0.625,0.625,5,8,8,?a
<Leopold_II_Holy_Roman_Emperor>  <parent>  ?b  <Francis_I_Holy_Roman_Emperor>  <predecessor>  ?a   ,?a  <successor>  ?b,0.010615711,0.625,0.625,5,8,8,?a
<Francis_I_Holy_Roman_Emperor>  <predecessor>  ?a  <Leopold_II_Holy_Roman_Emperor>  <predecessor>  ?b   ,?a  <successor>  ?b,0.010615711,0.625,0.625,5,8,8,?a
<Maria_Carolina_of_Austria>  <parent>  ?b  <Francis_I_Holy_Roman_Emperor>  <predecessor>  ?a   ,?a  <successor>  ?b,0.010615711,0.625,0.625,5,8,8,?a
<Ferdinand_Karl_Archduke_of_Austria_Este>  <parent>  ?b  <Francis_I_Holy_Roman_Emperor>  <predecessor>  ?a   ,?a  <successor>  ?b,0.010615711,0.625,0.625,5,8,8,?a
<Marie_Antoinette>  <parent>  ?b  <Francis_I_Holy_Roman_Emperor>  <predecessor>  ?a   ,?a  <successor>  ?b,0.010615711,0.625,0.625,5,8,8,?a
?a  <child>  <Archduchess_Maria_Johanna_Gabriela_of_Austria>  ?b  <successor>  <Francis_I_Holy_Roman_Emperor>   ,?a  <predecessor>  ?b,0.010615711,0.625,0.625,5,8,8,?b
?b  <successor>  <Francis_I_Holy_Roman_Emperor>  ?a  <successor>  <Joseph_II_Holy_Roman_Emperor>   ,?a  <predecessor>  ?b,0.010615711,0.625,0.625,5,8,8,?b
?a  <child>  <Maria_Amalia_Duchess_of_Parma>  ?b  <successor>  <Francis_I_Holy_Roman_Emperor>   ,?a  <predecessor>  ?b,0.010615711,0.625,0.625,5,8,8,?b
?a  <child>  <Leopold_II_Holy_Roman_Emperor>  ?b  <successor>  <Francis_I_Holy_Roman_Emperor>   ,?a  <predecessor>  ?b,0.010615711,0.625,0.625,5,8,8,?b
?a  <child>  <Ferdinand_Karl_Archduke_of_Austria_Este>  ?b  <successor>  <Francis_I_Holy_Roman_Emperor>   ,?a  <predecessor>  ?b,0.010615711,0.625,0.625,5,8,8,?b
?a  <child>  <Joseph_II_Holy_Roman_Emperor>  ?b  <successor>  <Francis_I_Holy_Roman_Emperor>   ,?a  <predecessor>  ?b,0.010615711,0.625,0.625,5,8,8,?b
?a  <child>  <Archduchess_Maria_Carolina_of_Austria_stillborn_1748>  ?b  <successor>  <Francis_I_Holy_Roman_Emperor>   ,?a  <predecessor>  ?b,0.010615711,0.625,0.625,5,8,8,?b
?a  <child>  <Maria_Christina_Duchess_of_Teschen>  ?b  <successor>  <Francis_I_Holy_Roman_Emperor>   ,?a  <predecessor>  ?b,0.010615711,0.625,0.625,5,8,8,?b
?b  <successor>  <Francis_I_Holy_Roman_Emperor>  ?a  <successor>  <Leopold_II_Holy_Roman_Emperor>   ,?a  <predecessor>  ?b,0.010615711,0.625,0.625,5,8,8,?b
?a  <child>  <Archduke_Maximilian_Francis_of_Austria>  ?b  <successor>  <Francis_I_Holy_Roman_Emperor>   ,?a  <predecessor>  ?b,0.010615711,0.625,0.625,5,8,8,?b
<Leopold_II_Holy_Roman_Emperor>  <parent>  ?a  ?b  <successor>  <Francis_I_Holy_Roman_Emperor>   ,?a  <predecessor>  ?b,0.010615711,0.625,0.625,5,8,8,?b
<Ferdinand_Karl_Archduke_of_Austria_Este>  <parent>  ?a  ?b  <successor>  <Francis_I_Holy_Roman_Emperor>   ,?a  <predecessor>  ?b,0.010615711,0.625,0.625,5,8,8,?b
?a  <child>  <Marie_Antoinette>  ?b  <successor>  <Francis_I_Holy_Roman_Emperor>   ,?a  <predecessor>  ?b,0.010615711,0.625,0.625,5,8,8,?b
?a  <child>  <Archduchess_Maria_Elisabeth_of_Austria_born_1743>  ?b  <successor>  <Francis_I_Holy_Roman_Emperor>   ,?a  <predecessor>  ?b,0.010615711,0.625,0.625,5,8,8,?b
?a  <child>  <Archduchess_Maria_Anna_of_Austria_born_1738>  ?b  <successor>  <Francis_I_Holy_Roman_Emperor>   ,?a  <predecessor>  ?b,0.010615711,0.625,0.625,5,8,8,?b
?a  <child>  <Maria_Carolina_of_Austria>  ?b  <successor>  <Francis_I_Holy_Roman_Emperor>   ,?a  <predecessor>  ?b,0.010615711,0.625,0.625,5,8,8,?b
?a  <child>  <Archduke_Charles_Joseph_of_Austria_born_1745>  ?b  <successor>  <Francis_I_Holy_Roman_Emperor>   ,?a  <predecessor>  ?b,0.010615711,0.625,0.625,5,8,8,?b
?b  <successor>  <Francis_I_Holy_Roman_Emperor>  <Charles_VII_Holy_Roman_Emperor>  <successor>  ?a   ,?a  <predecessor>  ?b,0.010615711,0.625,0.625,5,8,8,?b
?a  <child>  <Archduchess_Maria_Josepha_of_Austria>  ?b  <successor>  <Francis_I_Holy_Roman_Emperor>   ,?a  <predecessor>  ?b,0.010615711,0.625,0.625,5,8,8,?b
<Marie_Antoinette>  <parent>  ?a  ?b  <successor>  <Francis_I_Holy_Roman_Emperor>   ,?a  <predecessor>  ?b,0.010615711,0.625,0.625,5,8,8,?b
?a  <child>  <Archduchess_Maria_Elisabeth_of_Austria_born_1737>  ?b  <successor>  <Francis_I_Holy_Roman_Emperor>   ,?a  <predecessor>  ?b,0.010615711,0.625,0.625,5,8,8,?b
?a  <child>  <Archduchess_Maria_Carolina_of_Austria_born_1740>  ?b  <successor>  <Francis_I_Holy_Roman_Emperor>   ,?a  <predecessor>  ?b,0.010615711,0.625,0.625,5,8,8,?b
<Maria_Carolina_of_Austria>  <parent>  ?a  ?b  <successor>  <Francis_I_Holy_Roman_Emperor>   ,?a  <predecessor>  ?b,0.010615711,0.625,0.625,5,8,8,?b
?b  <successor>  <Charles_the_Fat>  <Charles_the_Bald>  <successor>  ?a   ,?a  <predecessor>  ?b,0.010615711,0.625,0.625,5,8,8,?b
?e  <child>  ?a  ?e  <gender>  ?b   ,?a  <gender>  ?b,0.381315539,0.211304807,0.625,400,1893,640,?a
"?a  <child>  ?b  ?b  <gender>  ""male""@en   ",?a  <successor>  ?b,0.288747346,0.393063584,0.623853211,136,346,218,?a
"?b  <child>  ?a  ?a  <gender>  ""male""@en   ",?a  <predecessor>  ?b,0.288747346,0.393063584,0.623853211,136,346,218,?b
?e  <father>  ?a  ?e  <gender>  ?b   ,?a  <gender>  ?b,0.345090562,0.60738255,0.60738255,362,596,596,?a
?a  <father>  ?d  ?a  <parent>  ?d   ,"?a  <gender>  ""male""@en",0.379408961,0.604863222,0.605783866,398,658,657,?a
?a  <father>  ?d  ?d  <type>  <Person>   ,"?a  <gender>  ""male""@en",0.379408961,0.604863222,0.605783866,398,658,657,?a
?a  <father>  ?f  ?f  <gender>  ?b   ,?a  <gender>  ?b,0.379408961,0.604863222,0.605783866,398,658,657,?a
?d  <child>  ?a  ?a  <mother>  ?d   ,"?a  <gender>  ""female""@en",0.142040038,0.600806452,0.600806452,149,248,248,?a
"?d  <gender>  ""female""@en  ?a  <predecessor>  ?d   ","?a  <gender>  ""male""@en",0.017159199,0.418604651,0.6,18,43,30,?a
"?c  <gender>  ""female""@en  ?c  <successor>  ?a   ","?a  <gender>  ""male""@en",0.017159199,0.418604651,0.6,18,43,30,?a
?a  <parent>  ?d  ?d  <type>  <Person>   ,"?a  <gender>  ""male""@en",0.388941849,0.598240469,0.599118943,408,682,681,?a
?a  <father>  ?d  ?d  <hasSpouse>  <Yes>   ,"?a  <gender>  ""male""@en",0.290753098,0.587668593,0.588803089,305,519,518,?a
?d  <hasSpouse>  <Yes>  ?a  <parent>  ?d   ,"?a  <gender>  ""male""@en",0.293612965,0.582230624,0.583333333,308,529,528,?a
?d  <child>  ?a  ?a  <parent>  ?d   ,"?a  <gender>  ""male""@en",0.220209724,0.578947368,0.578947368,231,399,399,?a
"?b  <gender>  ""male""@en  ?b  <successor>  ?a   ",?a  <parent>  ?b,0.13882163,0.519637462,0.577181208,172,331,298,?b
"?b  <gender>  ""male""@en  ?a  <predecessor>  ?b   ",?a  <parent>  ?b,0.13882163,0.519637462,0.577181208,172,331,298,?b
?f  <child>  ?b  ?a  <marriedTo>  ?f   ,?a  <child>  ?b,0.017923036,0.576271186,0.576271186,34,59,59,?b
?e  <child>  ?b  ?e  <marriedTo>  ?a   ,?a  <child>  ?b,0.017923036,0.576271186,0.576271186,34,59,59,?b
"?d  <gender>  ""female""@en  ?a  <mother>  ?d   ","?a  <gender>  ""male""@en",0.291706387,0.573033708,0.574108818,306,534,533,?a
?a  <mother>  ?d  ?a  <parent>  ?d   ,"?a  <gender>  ""male""@en",0.291706387,0.573033708,0.574108818,306,534,533,?a
?a  <mother>  ?d  ?d  <type>  <Person>   ,"?a  <gender>  ""male""@en",0.291706387,0.573033708,0.574108818,306,534,533,?a
"?d  <gender>  ""female""@en  ?a  <parent>  ?d   ","?a  <gender>  ""male""@en",0.292659676,0.5716946,0.572761194,307,537,536,?a
?d  <hasSpouse>  <Yes>  ?a  <mother>  ?d   ,"?a  <gender>  ""male""@en",0.274547188,0.56916996,0.57029703,288,506,505,?a
?b  <successor>  ?a   ,?a  <parent>  ?b,0.157384988,0.414012739,0.570175439,195,471,342,?b
?a  <predecessor>  ?b   ,?a  <parent>  ?b,0.157384988,0.414012739,0.570175439,195,471,342,?b
?b  <predecessor>  ?a   ,?a  <child>  ?b,0.108065366,0.435244161,0.569444444,205,471,360,?b
?a  <successor>  ?b   ,?a  <child>  ?b,0.108065366,0.435244161,0.569444444,205,471,360,?b
?b  <parent>  ?f  ?a  <spouse>  ?f   ,?a  <child>  ?b,0.27886136,0.424218123,0.562765957,529,1247,940,?b
?b  <parent>  ?f  ?f  <spouse>  ?a   ,?a  <child>  ?b,0.27886136,0.423878205,0.562765957,529,1248,940,?b
"?a  <gender>  ""male""@en  ?a  <parent>  ?b   ",?a  <father>  ?b,0.604863222,0.545205479,0.559774965,398,730,711,?a
?c  <child>  ?a  ?c  <type>  <Person>   ,"?a  <gender>  ""male""@en",0.243088656,0.180722892,0.557986871,255,1411,457,?a
?b  <predecessor>  <Philip_V_of_Spain>  <Victor_Amadeus_II_of_Sardinia>  <predecessor>  ?a   ,?a  <successor>  ?b,0.010615711,0.555555556,0.555555556,5,9,9,?a
?b  <predecessor>  <Louis_XII>  <Ferdinand_II_of_Aragon>  <predecessor>  ?a   ,?a  <successor>  ?b,0.010615711,0.555555556,0.555555556,5,9,9,?a
?b  <predecessor>  <Charles_VI_Holy_Roman_Emperor>  <Charles_III_of_Spain>  <predecessor>  ?a   ,?a  <successor>  ?b,0.010615711,0.555555556,0.555555556,5,9,9,?a
?b  <predecessor>  <Charles_VI_Holy_Roman_Emperor>  <Victor_Amadeus_II_of_Sardinia>  <predecessor>  ?a   ,?a  <successor>  ?b,0.010615711,0.555555556,0.555555556,5,9,9,?a
"?a  <name>  ""John II""@en  ?b  <parent>  ?a   ",?a  <successor>  ?b,0.010615711,0.5,0.555555556,5,10,9,?a
?b  <predecessor>  <Charles_IV_of_France>  <Philip_VI_of_France>  <predecessor>  ?a   ,?a  <successor>  ?b,0.010615711,0.555555556,0.555555556,5,9,9,?a
?b  <predecessor>  <Charles_X>  <Louis_Philippe_I>  <predecessor>  ?a   ,?a  <successor>  ?b,0.010615711,0.555555556,0.555555556,5,9,9,?a
"?b  <name>  ""John II""@en  ?a  <parent>  ?b   ",?a  <predecessor>  ?b,0.010615711,0.5,0.555555556,5,10,9,?b
?b  <successor>  <Charles_III_of_Spain>  <Charles_VI_Holy_Roman_Emperor>  <successor>  ?a   ,?a  <predecessor>  ?b,0.010615711,0.555555556,0.555555556,5,9,9,?b
?b  <successor>  <Louis_Philippe_I>  <Charles_X>  <successor>  ?a   ,?a  <predecessor>  ?b,0.010615711,0.555555556,0.555555556,5,9,9,?b
?b  <successor>  <Ferdinand_II_of_Aragon>  <Louis_XII>  <successor>  ?a   ,?a  <predecessor>  ?b,0.010615711,0.555555556,0.555555556,5,9,9,?b
?b  <successor>  <Philip_VI_of_France>  <Charles_IV_of_France>  <successor>  ?a   ,?a  <predecessor>  ?b,0.010615711,0.555555556,0.555555556,5,9,9,?b
?b  <successor>  <Victor_Amadeus_II_of_Sardinia>  <Charles_VI_Holy_Roman_Emperor>  <successor>  ?a   ,?a  <predecessor>  ?b,0.010615711,0.555555556,0.555555556,5,9,9,?b
?b  <successor>  <Victor_Amadeus_II_of_Sardinia>  <Philip_V_of_Spain>  <successor>  ?a   ,?a  <predecessor>  ?b,0.010615711,0.555555556,0.555555556,5,9,9,?b
?c  <parent>  ?a  ?c  <type>  <Person>   ,"?a  <gender>  ""male""@en",0.516682555,0.53294002,0.554192229,542,1017,978,?a
?a  <type>  <Person>   ,"?a  <gender>  ""male""@en",0.551000953,0.261301989,0.551000953,578,2212,1049,?a
?a  <type>  <Person>   ,?a  <hasSpouse>  <No>,0.550632911,0.550632911,0.550632911,1218,2212,2212,?a
?b  <child>  ?a  ?a  <parent>  ?b   ,?a  <father>  ?b,0.458966565,0.544144144,0.550091075,302,555,549,?a
?a  <parent>  ?b   ,?a  <father>  ?b,1,0.531073446,0.549707602,658,1239,1197,?a
?a  <child>  ?d  ?d  <parent>  ?a   ,"?a  <gender>  ""male""@en",0.20686368,0.549367089,0.549367089,217,395,395,?a
?b  <child>  ?a   ,?a  <father>  ?b,0.458966565,0.159198735,0.546112116,302,1897,553,?a
"?b  <gender>  ""male""@en  ?b  <mother>  ?a   ",?a  <successor>  ?b,0.025477707,0.039215686,0.545454545,12,306,22,?a
"?a  <gender>  ""male""@en  ?a  <mother>  ?b   ",?a  <predecessor>  ?b,0.025477707,0.039215686,0.545454545,12,306,22,?b
?e  <hasSpouse>  ?b  ?e  <predecessor>  ?a   ,?a  <hasSpouse>  ?b,0.103074141,0.544152745,0.544152745,228,419,419,?a
?f  <hasSpouse>  ?b  ?a  <successor>  ?f   ,?a  <hasSpouse>  ?b,0.103074141,0.544152745,0.544152745,228,419,419,?a
?c  <child>  ?a  ?c  <hasSpouse>  <Yes>   ,"?a  <gender>  ""male""@en",0.225929457,0.174392936,0.543577982,237,1359,436,?a
?a  <child>  ?d  ?d  <type>  <Person>   ,"?a  <gender>  ""male""@en",0.219256435,0.538641686,0.539906103,230,427,426,?a
?a  <child>  ?d  ?d  <hasSpouse>  <Yes>   ,"?a  <gender>  ""male""@en",0.201143947,0.539641944,0.539641944,211,391,391,?a
?c  <hasSpouse>  <Yes>  ?c  <parent>  ?a   ,"?a  <gender>  ""male""@en",0.462345091,0.519271949,0.53709856,485,934,903,?a
"?c  <gender>  ""female""@en  ?c  <parent>  ?a   ","?a  <gender>  ""male""@en",0.225929457,0.516339869,0.534988713,237,459,443,?a
?b  <child>  ?f  ?f  <mother>  ?a   ,?a  <spouse>  ?b,0.173611111,0.522193211,0.534759358,200,383,374,?a
?a  <child>  ?f  ?f  <mother>  ?b   ,?a  <spouse>  ?b,0.173611111,0.522193211,0.533333333,200,383,375,?a
?e  <hasSpouse>  ?b  ?e  <successor>  ?a   ,?a  <hasSpouse>  ?b,0.097649186,0.532019704,0.532019704,216,406,406,?a
?f  <hasSpouse>  ?b  ?a  <predecessor>  ?f   ,?a  <hasSpouse>  ?b,0.097649186,0.532019704,0.532019704,216,406,406,?a
?a  <child>  ?d  ?d  <hasSpouse>  <No>   ,"?a  <gender>  ""male""@en",0.185891325,0.528455285,0.529891304,195,369,368,?a
?e  <gender>  ?b  ?e  <parent>  ?a   ,?a  <gender>  ?b,0.541468065,0.507596068,0.525925926,568,1119,1080,?a
?f  <gender>  ?b  ?a  <parent>  ?f   ,?a  <gender>  ?b,0.598665396,0.523769808,0.524644946,628,1199,1197,?a
"?b  <child>  ?a  ?b  <name>  ""Louis""@en   ",?a  <parent>  ?b,0.010492333,0.52,0.52,13,25,25,?b
?b  <child>  ?f  ?f  <parent>  ?a   ,?a  <spouse>  ?b,0.335069444,0.488607595,0.50990753,386,790,757,?a
?a  <child>  ?f  ?f  <parent>  ?b   ,?a  <spouse>  ?b,0.335069444,0.488607595,0.50990753,386,790,757,?a
?c  <hasSpouse>  <No>  ?c  <parent>  ?a   ,?a  <hasSpouse>  <Yes>,0.024864376,0.509259259,0.509259259,55,108,108,?a
?a  <child>  ?f  ?f  <hasSpouse>  ?b   ,?a  <hasSpouse>  ?b,0.174954792,0.509210526,0.509210526,387,760,760,?a
?b  <father>  ?a   ,?a  <successor>  ?b,0.360934183,0.258358663,0.508982036,170,658,334,?a
?a  <father>  ?b   ,?a  <predecessor>  ?b,0.360934183,0.258358663,0.508982036,170,658,334,?b
"?a  <gender>  ""male""@en  ?b  <parent>  ?a   ",?a  <successor>  ?b,0.365180467,0.259426848,0.50887574,172,663,338,?a
"?b  <gender>  ""male""@en  ?a  <parent>  ?b   ",?a  <predecessor>  ?b,0.365180467,0.259426848,0.50887574,172,663,338,?b
?a  <hasSpouse>  <Yes>   ,"?a  <gender>  ""female""@en",0.420400381,0.443661972,0.505733945,441,994,872,?a
?d  <spouse>  ?a  ?a  <spouse>  ?d   ,"?a  <gender>  ""female""@en",0.413727359,0.443762781,0.50523865,434,978,859,?a
?d  <hasSpouse>  <Yes>  ?a  <spouse>  ?d   ,"?a  <gender>  ""female""@en",0.414680648,0.443877551,0.505226481,435,980,861,?a
?a  <spouse>  ?d  ?d  <type>  <Person>   ,"?a  <gender>  ""female""@en",0.414680648,0.443877551,0.505226481,435,980,861,?a
?c  <hasSpouse>  <Yes>  ?c  <spouse>  ?a   ,"?a  <gender>  ""female""@en",0.413727359,0.442857143,0.504651163,434,980,860,?a
?c  <spouse>  ?a  ?c  <type>  <Person>   ,"?a  <gender>  ""female""@en",0.413727359,0.442857143,0.504651163,434,980,860,?a
?b  <parent>  ?a   ,?a  <successor>  ?b,0.414012739,0.157384988,0.50257732,195,1239,388,?a
?a  <parent>  ?b   ,?a  <predecessor>  ?b,0.414012739,0.157384988,0.50257732,195,1239,388,?b
?b  <hasSpouse>  <Yes>  ?a  <parent>  ?b   ,?a  <mother>  ?b,0.947565543,0.486538462,0.50148662,506,1040,1009,?a
?b  <predecessor>  <Maria_Theresa>  <Francis_I_Holy_Roman_Emperor>  <predecessor>  ?a   ,?a  <successor>  ?b,0.012738854,0.5,0.5,6,12,12,?a
?b  <predecessor>  <Louis_the_German>  <Charles_the_Fat>  <predecessor>  ?a   ,?a  <successor>  ?b,0.012738854,0.5,0.5,6,12,12,?a
?b  <predecessor>  <Pepin_of_Herstal>  <Charles_Martel>  <predecessor>  ?a   ,?a  <successor>  ?b,0.012738854,0.5,0.5,6,12,12,?a
<Louis_the_German>  <child>  ?b  <Charles_the_Fat>  <predecessor>  ?a   ,?a  <successor>  ?b,0.012738854,0.5,0.5,6,12,12,?a
<Ferdinand_Philippe_Duke_of_Orl_ans>  <parent>  ?a  ?b  <predecessor>  <Louis_Philippe_I>   ,?a  <successor>  ?b,0.010615711,0.5,0.5,5,10,10,?a
<Louis_Philippe_II_Duke_of_Orl_ans>  <child>  ?a  ?b  <predecessor>  <Louis_Philippe_I>   ,?a  <successor>  ?b,0.010615711,0.25,0.5,5,20,10,?a
<Antoine_Duke_of_Montpensier>  <parent>  ?a  ?b  <predecessor>  <Louis_Philippe_I>   ,?a  <successor>  ?b,0.010615711,0.5,0.5,5,10,10,?a
<Louise_Marie_Ad_la_de_de_Bourbon_Duchess_of_Orl_ans>  <child>  ?a  ?b  <predecessor>  <Louis_Philippe_I>   ,?a  <successor>  ?b,0.010615711,0.25,0.5,5,20,10,?a
?b  <successor>  <Charles_Martel>  <Pepin_of_Herstal>  <successor>  ?a   ,?a  <predecessor>  ?b,0.012738854,0.5,0.5,6,12,12,?b
?b  <successor>  <Francis_I_Holy_Roman_Emperor>  <Maria_Theresa>  <successor>  ?a   ,?a  <predecessor>  ?b,0.012738854,0.5,0.5,6,12,12,?b
?b  <successor>  <Charles_the_Fat>  <Louis_the_German>  <successor>  ?a   ,?a  <predecessor>  ?b,0.012738854,0.5,0.5,6,12,12,?b
<Louis_the_German>  <child>  ?a  ?b  <successor>  <Charles_the_Fat>   ,?a  <predecessor>  ?b,0.012738854,0.5,0.5,6,12,12,?b
<Antoine_Duke_of_Montpensier>  <parent>  ?b  <Louis_Philippe_I>  <successor>  ?a   ,?a  <predecessor>  ?b,0.010615711,0.5,0.5,5,10,10,?b
<Louise_Marie_Ad_la_de_de_Bourbon_Duchess_of_Orl_ans>  <child>  ?b  <Louis_Philippe_I>  <successor>  ?a   ,?a  <predecessor>  ?b,0.010615711,0.25,0.5,5,20,10,?b
<Ferdinand_Philippe_Duke_of_Orl_ans>  <parent>  ?b  <Louis_Philippe_I>  <successor>  ?a   ,?a  <predecessor>  ?b,0.010615711,0.5,0.5,5,10,10,?b
<Louis_Philippe_II_Duke_of_Orl_ans>  <child>  ?b  <Louis_Philippe_I>  <successor>  ?a   ,?a  <predecessor>  ?b,0.010615711,0.25,0.5,5,20,10,?b
?a  <hasSpouse>  <No>  ?a  <parent>  ?b   ,?a  <mother>  ?b,0.056179775,0.267857143,0.5,30,112,60,?a
"?a  <gender>  ""female""@en  ?a  <parent>  ?b   ",?a  <mother>  ?b,0.425093633,0.447731755,0.498901099,227,507,455,?a
?a  <parent>  ?b   ,?a  <mother>  ?b,1,0.430992736,0.49859944,534,1239,1071,?a
"?a  <gender>  ""male""@en  ?b  <successor>  ?a   ",?a  <father>  ?b,0.238601824,0.477203647,0.496835443,157,329,316,?a
"?a  <gender>  ""male""@en  ?a  <predecessor>  ?b   ",?a  <father>  ?b,0.238601824,0.477203647,0.496835443,157,329,316,?a
?e  <father>  ?b  ?e  <parent>  ?a   ,?a  <spouse>  ?b,0.347222222,0.408163265,0.496277916,400,980,806,?a
?e  <father>  ?a  ?e  <parent>  ?b   ,?a  <spouse>  ?b,0.346354167,0.407142857,0.496268657,399,980,804,?a
?e  <parent>  ?a  ?e  <parent>  ?b   ,?a  <spouse>  ?b,0.702256944,0.417225374,0.495710784,809,1939,1632,?a
?e  <mother>  ?a  ?e  <parent>  ?b   ,?a  <spouse>  ?b,0.345486111,0.455899198,0.495641345,398,873,803,?a
?e  <mother>  ?b  ?e  <parent>  ?a   ,?a  <spouse>  ?b,0.344618056,0.454753723,0.495630462,397,873,801,?a
?c  <hasSpouse>  <Yes>  ?c  <spouse>  ?a   ,"?a  <gender>  ""male""@en",0.406101049,0.434693878,0.495348837,426,980,860,?a
?c  <spouse>  ?a  ?c  <type>  <Person>   ,"?a  <gender>  ""male""@en",0.406101049,0.434693878,0.495348837,426,980,860,?a
?a  <spouse>  ?d  ?d  <type>  <Person>   ,"?a  <gender>  ""male""@en",0.406101049,0.434693878,0.494773519,426,980,861,?a
?d  <hasSpouse>  <Yes>  ?a  <spouse>  ?d   ,"?a  <gender>  ""male""@en",0.406101049,0.434693878,0.494773519,426,980,861,?a
?d  <spouse>  ?a  ?a  <spouse>  ?d   ,"?a  <gender>  ""male""@en",0.40514776,0.434560327,0.49476135,425,978,859,?a
?a  <hasSpouse>  <Yes>   ,"?a  <gender>  ""male""@en",0.410867493,0.43360161,0.494266055,431,994,872,?a
?b  <successor>  ?a   ,?a  <father>  ?b,0.258358663,0.360934183,0.487106017,170,471,349,?a
?a  <predecessor>  ?b   ,?a  <father>  ?b,0.258358663,0.360934183,0.487106017,170,471,349,?a
?b  <father>  ?f  ?f  <spouse>  ?a   ,?a  <child>  ?b,0.130732736,0.366322009,0.481553398,248,677,515,?b
?b  <father>  ?f  ?a  <spouse>  ?f   ,?a  <child>  ?b,0.130732736,0.366322009,0.481553398,248,677,515,?b
?b  <child>  ?a  ?a  <hasSpouse>  <Yes>   ,?a  <mother>  ?b,0.447565543,0.371695179,0.476095618,239,643,502,?a
?a  <child>  ?f  ?f  <father>  ?b   ,?a  <spouse>  ?b,0.152777778,0.44556962,0.475675676,176,395,370,?a
?e  <mother>  ?a  ?e  <predecessor>  ?b   ,?a  <spouse>  ?b,0.122395833,0.447619048,0.474747475,141,315,297,?a
?f  <mother>  ?a  ?b  <successor>  ?f   ,?a  <spouse>  ?b,0.122395833,0.447619048,0.474747475,141,315,297,?a
?b  <child>  ?f  ?f  <father>  ?a   ,?a  <spouse>  ?b,0.152777778,0.44556962,0.474393531,176,395,371,?a
?a  <child>  ?d  ?d  <hasSpouse>  <No>   ,"?a  <gender>  ""female""@en",0.16491897,0.468834688,0.470108696,173,369,368,?a
?b  <child>  ?a   ,?a  <mother>  ?b,0.464419476,0.130732736,0.46969697,248,1897,528,?a
?a  <predecessor>  ?f  ?b  <spouse>  ?f   ,?a  <parent>  ?b,0.134786118,0.346473029,0.467787115,167,482,357,?b
?b  <spouse>  ?f  ?f  <successor>  ?a   ,?a  <parent>  ?b,0.134786118,0.346473029,0.467787115,167,482,357,?b
?a  <predecessor>  ?f  ?f  <spouse>  ?b   ,?a  <parent>  ?b,0.134786118,0.346473029,0.467787115,167,482,357,?b
?e  <spouse>  ?b  ?e  <successor>  ?a   ,?a  <parent>  ?b,0.134786118,0.346473029,0.467787115,167,482,357,?b
?b  <predecessor>  <Louis_Philippe_I>  <Prince_Philippe_Count_of_Paris>  <predecessor>  ?a   ,?a  <successor>  ?b,0.014861996,0.466666667,0.466666667,7,15,15,?a
?b  <successor>  <Prince_Philippe_Count_of_Paris>  <Louis_Philippe_I>  <successor>  ?a   ,?a  <predecessor>  ?b,0.014861996,0.466666667,0.466666667,7,15,15,?b
?c  <hasSpouse>  <Yes>  ?c  <parent>  ?a   ,"?a  <gender>  ""female""@en",0.398474738,0.447537473,0.46290144,418,934,903,?a
?a  <child>  ?d  ?d  <hasSpouse>  <Yes>   ,"?a  <gender>  ""female""@en",0.171591992,0.460358056,0.460358056,180,391,391,?a
?a  <child>  ?d  ?d  <type>  <Person>   ,"?a  <gender>  ""female""@en",0.186844614,0.459016393,0.460093897,196,427,426,?a
?b  <mother>  ?f  ?a  <spouse>  ?f   ,?a  <successor>  ?b,0.305732484,0.258527828,0.458598726,144,557,314,?a
?b  <mother>  ?f  ?f  <spouse>  ?a   ,?a  <successor>  ?b,0.305732484,0.258064516,0.458598726,144,558,314,?a
?a  <mother>  ?f  ?b  <spouse>  ?f   ,?a  <predecessor>  ?b,0.305732484,0.258527828,0.458598726,144,557,314,?b
?a  <mother>  ?f  ?f  <spouse>  ?b   ,?a  <predecessor>  ?b,0.305732484,0.258064516,0.458598726,144,558,314,?b
?c  <child>  ?a  ?c  <hasSpouse>  <Yes>   ,"?a  <gender>  ""female""@en",0.18970448,0.146431199,0.456422018,199,1359,436,?a
?a  <predecessor>  ?f  ?b  <spouse>  ?f   ,?a  <mother>  ?b,0.269662921,0.298755187,0.452830189,144,482,318,?a
?b  <spouse>  ?f  ?f  <successor>  ?a   ,?a  <mother>  ?b,0.269662921,0.298755187,0.452830189,144,482,318,?a
